0.00, -0.697778,-0.683822,-0.669867,-0.655911,-0.641956,-0.628,-0.614045,-0.600089,-0.586133,-0.572178,-0.558222,-0.544267,-0.530311,-0.516356,-0.5024,-0.488445,-0.474489,-0.460534,-0.446578,-0.432622,-0.418667,-0.404711,-0.390756,-0.3768,-0.362845,-0.348889,-0.334934,-0.320978,-0.307022,-0.293067,-0.279111,-0.265156,-0.2512,-0.237245,-0.223289,-0.209333,-0.195378,-0.181422,-0.167467,-0.153511,-0.139556,-0.1256,-0.111645,-0.0976891,-0.0837335,-0.069778,-0.0558224,-0.0418669,-0.0279113,-0.0139558,-2.03028e-07,0.0139554,0.0279109,0.0418665,0.055822,0.0697776,0.0837331,0.0976887,0.111644,0.1256,0.139555,0.153511,0.167466,0.181422,0.195378,0.209333,0.223289,0.237244,0.2512,0.265155,0.279111,0.293066,0.307022,0.320978,0.334933,0.348889,0.362844,0.3768,0.390755,0.404711,0.418666,0.432622,0.446578,0.460533,0.474489,0.488444,0.5024,0.516355,0.530311,0.544266,0.558222,0.572178,0.586133,0.600089,0.614044,0.628,0.641955,0.655911,0.669866,0.683822,
-3, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9967,-74.996,-74.9951,-74.994,-74.9925,-74.9903,-74.987,-74.9813,-74.9692,-74.9263,-0.547158,-0.103669,-0.0594997,-0.0427471,-0.0339256,-0.0284779,-0.024777,-0.022097,-0.0200652,-0.0184706,0.025968,0.0296735,0.0342816,0.0401705,0.0479647,0.0587729,0.0747721,0.100901,0.151274,0.288974,2.22693,75,75,75,75,75,75,75,75,
-2.94, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9972,-74.9966,-74.9959,-74.9949,-74.9937,-74.9919,-74.9893,-74.9851,-74.9769,-74.9547,-74.662,-0.138271,-0.066059,-0.0446835,-0.0344332,-0.0284129,-0.0244496,-0.0216411,-0.0195453,-0.0179203,-0.0166225,0.0265622,0.0305699,0.035635,0.0422429,0.0512299,0.0641704,0.0844215,0.120643,0.204096,0.600865,75,75,75,75,75,75,75,75,75,
-2.88, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9972,-74.9965,-74.9957,-74.9947,-74.9932,-74.9912,-74.9879,-74.9822,-74.9689,-74.9071,-0.231291,-0.076393,-0.0474296,-0.0352024,-0.0284533,-0.024172,-0.0212122,-0.0190424,-0.0173824,-0.0160703,0.0237686,0.0272628,0.0316342,0.0372635,0.0447888,0.0553676,0.0713412,0.0982666,0.153326,0.329051,75,75,75,75,75,75,75,75,75,75,
-2.82, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9977,-74.9971,-74.9964,-74.9955,-74.9944,-74.9927,-74.9902,-74.986,-74.9774,-74.9502,-1.22609,-0.0944884,-0.0514258,-0.0363273,-0.0286264,-0.0239535,-0.020814,-0.0185581,-0.0168575,-0.0155287,-0.0144608,0.0243094,0.0280935,0.0329093,0.0392487,0.0479749,0.0607562,0.0812878,0.119714,0.217594,0.986201,75,75,75,75,75,75,75,75,75,75,
-2.76, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9976,-74.997,-74.9963,-74.9953,-74.994,-74.992,-74.9889,-74.983,-74.9681,-74.8556,-0.133025,-0.057507,-0.0379549,-0.0289708,-0.0238066,-0.0204512,-0.0180942,-0.0163466,-0.014998,-0.0139249,0.0216669,0.0249511,0.029086,0.0344541,0.0417073,0.0520561,0.0680295,0.0959434,0.157228,0.400976,75,75,75,75,75,75,75,75,75,75,75,
-2.7, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9981,-74.9976,-74.9969,-74.9961,-74.995,-74.9935,-74.9911,-74.9869,-74.9777,-74.9418,-0.265481,-0.0674734,-0.0403286,-0.0295424,-0.0237481,-0.0201294,-0.017653,-0.0158505,-0.0144787,-0.0133989,0.0192989,0.0221556,0.025717,0.030283,0.0363512,0.0448138,0.0574433,0.0783366,0.119579,0.239243,5.03217,75,75,75,75,75,75,75,75,75,75,75,
-2.64, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9984,-74.998,-74.9975,-74.9968,-74.9959,-74.9947,-74.9928,-74.9897,-74.9837,-74.9663,-74.424,-0.0860513,-0.0438835,-0.0304262,-0.0238011,-0.0198563,-0.0172372,-0.0153703,-0.0139713,-0.012883,-0.0120115,0.0196636,0.0227395,0.0266382,0.0317435,0.0387216,0.0488401,0.0648449,0.0939994,0.163871,0.557884,75,75,75,75,75,75,75,75,75,75,75,75,
-2.58, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9984,-74.998,-74.9974,-74.9967,-74.9957,-74.9942,-74.9919,-74.9877,-74.9777,-74.9232,-0.130912,-0.0494799,-0.0317579,-0.0239986,-0.0196418,-0.0168502,-0.0149075,-0.0134764,-0.0123776,-0.0115067,0.0174388,0.0201014,0.0234415,0.0277571,0.0335519,0.041748,0.0542353,0.0755939,0.12052,0.276215,75,75,75,75,75,75,75,75,75,75,75,75,75,
-2.52, -75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9987,-74.9984,-74.9979,-74.9973,-74.9965,-74.9953,-74.9936,-74.9906,-74.9843,-74.9629,-0.373273,-0.0590932,-0.0337677,-0.0243893,-0.0194997,-0.0164966,-0.0144635,-0.0129947,-0.011883,-0.0110116,-0.0103095,0.0177593,0.0206289,0.024292,0.0291332,0.035833,0.0457217,0.0617975,0.0925328,0.174863,1.12072,75,75,75,75,75,75,75,75,75,75,75,75,75,
